mechanism,n,domain,protocol,epsilon_h,epsilon_c,lambda,deposit_multiplier,deadline_sec,premium,k_bits,honest_payoff,fraud_payoff,deterrence,ic
Deposit+PoW,100000,32,olh,1.0,4.0,2.0,1.0,0.2,10.147070,30,85.210281,-49.038237,144.437587,1
NoVerify,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.172281,87.191119,8.369691,0
StrongDeposit,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.248281,95.344162,0.216647,0
Deposit+PoW,100000,32,olh,1.0,8.0,0.25,0.0,0.2,10.308529,15,85.210281,95.409756,0.151053,0
NoVerify,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.172281,85.129413,10.431396,1
StrongDeposit,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.248281,95.344162,0.216647,0
Deposit+PoW,100000,32,olh,1.0,8.0,0.25,0.5,0.2,10.308529,15,85.210281,92.574911,2.985899,0
NoVerify,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.172281,83.067707,12.493102,1
StrongDeposit,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.248281,95.344162,0.216647,0
Deposit+PoW,100000,32,olh,1.0,8.0,0.25,1.0,0.2,10.308529,15,85.210281,89.740066,5.820744,0
NoVerify,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.172281,87.191119,8.369691,0
StrongDeposit,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.248281,50.993716,44.567094,1
Deposit+PoW,100000,32,olh,1.0,8.0,0.5,0.0,0.2,10.308529,18,85.210281,64.368644,31.192166,1
NoVerify,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.172281,85.129413,10.431396,1
StrongDeposit,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.248281,50.993716,44.567094,1
Deposit+PoW,100000,32,olh,1.0,8.0,0.5,0.5,0.2,10.308529,18,85.210281,61.533799,34.027011,1
NoVerify,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.172281,83.067707,12.493102,1
StrongDeposit,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.248281,50.993716,44.567094,1
Deposit+PoW,100000,32,olh,1.0,8.0,0.5,1.0,0.2,10.308529,18,85.210281,58.698953,36.861856,1
NoVerify,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.172281,87.191119,8.369691,0
StrongDeposit,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.248281,1.228993,94.331816,1
Deposit+PoW,100000,32,olh,1.0,8.0,1.0,0.0,0.2,10.308529,23,85.210281,29.682138,65.878671,1
NoVerify,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.172281,85.129413,10.431396,1
StrongDeposit,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.248281,1.228993,94.331816,1
Deposit+PoW,100000,32,olh,1.0,8.0,1.0,0.5,0.2,10.308529,23,85.210281,26.847293,68.713517,1
NoVerify,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.172281,83.067707,12.493102,1
StrongDeposit,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.248281,1.228993,94.331816,1
Deposit+PoW,100000,32,olh,1.0,8.0,1.0,1.0,0.2,10.308529,23,85.210281,24.012448,71.548362,1
NoVerify,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.172281,87.191119,8.369691,0
StrongDeposit,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.248281,-131.054189,226.614999,1
Deposit+PoW,100000,32,olh,1.0,8.0,2.0,0.0,0.2,10.308529,30,85.210281,-43.408890,138.969699,1
NoVerify,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.172281,85.129413,10.431396,1
StrongDeposit,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.248281,-131.054189,226.614999,1
Deposit+PoW,100000,32,olh,1.0,8.0,2.0,0.5,0.2,10.308529,30,85.210281,-46.243735,141.804545,1
NoVerify,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.252281,95.560810,0.000000,0
DirectAttest,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.152281,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.132281,-2.000000,97.560810,1
TEEOnly,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.052281,87.129413,8.431396,0
AuditSlash,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.172281,83.067707,12.493102,1
StrongDeposit,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.152281,85.002281,10.558529,1
ReputationOnly,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.192281,81.933134,13.627676,1
TEE-PoW,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.248281,-131.054189,226.614999,1
Deposit+PoW,100000,32,olh,1.0,8.0,2.0,1.0,0.2,10.308529,30,85.210281,-49.078580,144.639390,1
NoVerify,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.380722,91.633105,3.766246,1
StrongDeposit,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.456722,95.398351,0.001000,0
Deposit+PoW,100000,32,olh,2.0,4.0,0.25,0.0,0.2,1.938629,13,93.418722,95.398801,0.000550,0
NoVerify,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.380722,91.245379,4.153971,1
StrongDeposit,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.456722,95.398351,0.001000,0
Deposit+PoW,100000,32,olh,2.0,4.0,0.25,0.5,0.2,1.938629,13,93.418722,94.865678,0.533673,0
NoVerify,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.380722,90.857654,4.541697,1
StrongDeposit,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.456722,95.398351,0.001000,0
Deposit+PoW,100000,32,olh,2.0,4.0,0.25,1.0,0.2,1.938629,13,93.418722,94.332555,1.066796,0
NoVerify,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.380722,91.633105,3.766246,1
StrongDeposit,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.456722,95.398351,0.001000,0
Deposit+PoW,100000,32,olh,2.0,4.0,0.5,0.0,0.2,1.938629,13,93.418722,95.398801,0.000550,0
NoVerify,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.380722,91.245379,4.153971,1
StrongDeposit,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.456722,95.398351,0.001000,0
Deposit+PoW,100000,32,olh,2.0,4.0,0.5,0.5,0.2,1.938629,13,93.418722,94.865678,0.533673,0
NoVerify,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.380722,90.857654,4.541697,1
StrongDeposit,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.456722,95.398351,0.001000,0
Deposit+PoW,100000,32,olh,2.0,4.0,0.5,1.0,0.2,1.938629,13,93.418722,94.332555,1.066796,0
NoVerify,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.380722,91.633105,3.766246,1
StrongDeposit,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.456722,95.396878,0.002472,0
Deposit+PoW,100000,32,olh,2.0,4.0,1.0,0.0,0.2,1.938629,14,93.418722,95.397920,0.001431,0
NoVerify,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.380722,91.245379,4.153971,1
StrongDeposit,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.456722,95.396878,0.002472,0
Deposit+PoW,100000,32,olh,2.0,4.0,1.0,0.5,0.2,1.938629,14,93.418722,94.864797,0.534554,0
NoVerify,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.380722,90.857654,4.541697,1
StrongDeposit,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.456722,95.396878,0.002472,0
Deposit+PoW,100000,32,olh,2.0,4.0,1.0,1.0,0.2,1.938629,14,93.418722,94.331674,1.067676,0
NoVerify,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.380722,91.633105,3.766246,1
StrongDeposit,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.456722,95.183063,0.216288,0
Deposit+PoW,100000,32,olh,2.0,4.0,2.0,0.0,0.2,1.938629,15,93.418722,95.248549,0.150802,0
NoVerify,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.380722,91.245379,4.153971,1
StrongDeposit,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.456722,95.183063,0.216288,0
Deposit+PoW,100000,32,olh,2.0,4.0,2.0,0.5,0.2,1.938629,15,93.418722,94.715426,0.683925,0
NoVerify,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.460722,95.399351,0.000000,0
DirectAttest,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.360722,-1.000000,96.399351,1
RejectMismatch,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.340722,-2.000000,97.399351,1
TEEOnly,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.260722,93.245379,2.153971,1
AuditSlash,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.380722,90.857654,4.541697,1
StrongDeposit,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.360722,93.210722,2.188629,1
ReputationOnly,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.400722,89.304585,6.094766,1
TEE-PoW,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.456722,95.183063,0.216288,0
Deposit+PoW,100000,32,olh,2.0,4.0,2.0,1.0,0.2,1.938629,15,93.418722,94.182303,1.217047,0
NoVerify,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.460722,95.560810,0.000000,0
DirectAttest,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.360722,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.340722,-2.000000,97.560810,1
TEEOnly,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.260722,93.285744,2.275066,0
AuditSlash,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.380722,91.705761,3.855048,1
StrongDeposit,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.360722,93.210722,2.350087,1
ReputationOnly,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.400722,89.320731,6.240079,1
TEE-PoW,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.456722,95.559810,0.001000,0
Deposit+PoW,100000,32,olh,2.0,8.0,0.25,0.0,0.2,2.100087,13,93.418722,95.560260,0.000550,0
NoVerify,100000,32,olh,2.0,8.0,0.25,0.5,0.2,2.100087,13,93.460722,95.560810,0.000000,0
DirectAttest,100000,32,olh,2.0,8.0,0.25,0.5,0.2,2.100087,13,93.360722,-1.000000,96.560810,1
RejectMismatch,100000,32,olh,2.0,8.0,0.25,0.5,0.2,2.100087,13,93.340722,-2.000000,97.560810,1
TEEOnly,100000,32,olh,2.0,8.0,0.25,0.5,0.2,2.100087,13,93.260722,93.285744,2.275066,0
AuditSlash,100000,32,olh,2.0,8.0,0.25,0.5,0.2,2.100087,13,93.380722,91.285744,4.275066,1
StrongDeposit,100000,32,olh,2.0,8.0,0.25,0.5,0.2,2.100087,13,93.360722,93.210722,2.350087,1
